MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice
160,RL,24.0,2280,NPkVill,6,5,1978,1978,Plywood,Brk Cmn,0.0,Gd,TA,No,ALQ,311,Unf,0,544,855,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1978.0,Unf,2,440,TA,TA,26,0,0,0,0,0,0,7,2010,WD,146000
20,RL,,14778,Crawfor,6,7,1954,2006,HdBoard,HdBoard,72.0,TA,TA,No,BLQ,728,Unf,0,568,1296,SBrkr,1640,0,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,Detchd,1993.0,Unf,2,924,TA,TA,108,0,0,216,0,0,0,11,2008,WD,224000
20,RL,109.0,8724,Sawyer,5,5,1968,1968,VinylSd,VinylSd,0.0,Gd,TA,No,BLQ,492,Unf,0,402,894,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,1,Attchd,1968.0,Fin,2,450,TA,TA,0,0,0,0,0,0,0,5,2007,WD,129000
90,RL,60.0,12900,Sawyer,4,4,1969,1969,Plywood,Plywood,0.0,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,SBrkr,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,CarPort,1969.0,Unf,2,400,Fa,TA,120,0,0,0,0,0,0,1,2008,WD,108959
80,RL,,16157,Veenker,5,7,1978,1978,Plywood,Plywood,0.0,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,SBrkr,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,Attchd,1978.0,Unf,2,588,TA,TA,168,180,0,0,0,0,0,6,2007,WD,194000
20,RL,79.0,9541,NridgHt,7,5,2009,2009,VinylSd,VinylSd,268.0,Gd,TA,No,Unf,0,Unf,0,1502,1502,SBrkr,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2009.0,RFn,2,644,TA,TA,0,114,0,0,0,0,0,9,2009,New,233170
20,RL,64.0,10475,CollgCr,8,5,2008,2008,VinylSd,VinylSd,72.0,Gd,TA,Av,Unf,0,Unf,0,1694,1694,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2008.0,RFn,3,776,TA,TA,160,33,0,0,0,0,0,2,2010,WD,245350
60,RL,58.0,10852,Gilbert,6,5,2000,2000,VinylSd,VinylSd,0.0,Gd,TA,No,GLQ,786,Unf,0,173,959,SBrkr,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,Attchd,2000.0,Fin,2,472,TA,TA,0,38,0,0,0,0,0,2,2006,WD,173000
70,RL,120.0,13728,Edwards,6,7,1935,1986,Stucco,Stucco,0.0,TA,TA,No,Rec,626,Unf,0,501,1127,SBrkr,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,Basment,1935.0,Unf,2,540,TA,TA,0,0,0,0,90,0,0,7,2008,WD,235000
60,RL,118.0,35760,NoRidge,10,5,1995,1996,HdBoard,HdBoard,1378.0,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,Attchd,1995.0,Fin,3,807,TA,TA,361,76,0,0,0,0,0,7,2006,WD,625000
80,RL,76.0,9880,Mitchel,6,6,1977,1977,Plywood,Plywood,0.0,TA,TA,Av,ALQ,522,Unf,0,574,1096,SBrkr,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Attchd,1977.0,Fin,1,358,TA,TA,203,0,0,0,0,576,0,7,2008,WD,171000
20,RL,76.0,9120,NAmes,6,6,1958,1958,MetalSd,MetalSd,0.0,TA,TA,No,ALQ,662,Unf,0,599,1261,SBrkr,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,Attchd,1958.0,RFn,2,433,TA,TA,0,0,0,0,288,0,1400,11,2008,WD,163000
160,FV,35.0,4017,Somerst,7,5,2006,2007,MetalSd,MetalSd,0.0,Gd,TA,No,Unf,0,Unf,0,625,625,SBrkr,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,Detchd,2006.0,Fin,2,625,TA,TA,0,54,0,0,0,0,0,3,2008,WD,171900
50,RL,138.0,18030,ClearCr,5,6,1946,1994,MetalSd,MetalSd,0.0,TA,TA,No,Rec,152,BLQ,469,977,1598,SBrkr,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,,,,0,0,,,122,0,0,0,0,0,0,3,2007,WD,200500
70,RL,80.0,16560,Crawfor,6,8,1932,1950,Wd Sdng,Wd Sdng,0.0,Gd,TA,No,Rec,503,Unf,0,449,952,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,Detchd,1932.0,Unf,2,360,TA,TA,0,0,0,0,0,0,0,7,2006,WD,239000
50,RL,85.0,10678,NoRidge,8,5,1992,2000,HdBoard,HdBoard,337.0,Gd,TA,No,GLQ,700,Unf,0,983,1683,SBrkr,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,Attchd,1992.0,Fin,2,541,TA,TA,0,33,0,0,0,0,0,4,2007,WD,285000
20,RL,37.0,6951,Mitchel,5,5,1984,1985,HdBoard,Plywood,0.0,TA,TA,No,ALQ,658,Unf,0,218,876,SBrkr,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,Attchd,1984.0,Unf,1,264,TA,TA,362,0,0,0,0,0,0,10,2008,WD,119500
50,RM,,3950,OldTown,6,8,1926,2004,MetalSd,MetalSd,0.0,TA,TA,No,Rec,468,Unf,0,350,818,SBrkr,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1926.0,Unf,1,210,TA,TA,0,0,116,0,0,0,0,12,2009,WD,115000
50,RL,54.0,7681,Crawfor,5,6,1921,1950,Wd Sdng,Wd Sdng,0.0,TA,TA,No,Unf,0,Unf,0,731,731,SBrkr,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Detchd,1921.0,Unf,1,186,Fa,TA,192,0,102,0,0,0,0,7,2009,WD,154900
20,RL,77.0,8335,Edwards,5,5,1954,1954,Wd Sdng,Wd Sdng,0.0,,,,,0,,0,0,0,SBrkr,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,,,,0,0,,,0,36,190,0,0,0,0,4,2006,WD,93000
60,RL,,11170,Timber,7,5,1990,1991,MetalSd,MetalSd,0.0,Gd,TA,No,LwQ,1216,Unf,0,0,1216,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,Attchd,1990.0,Fin,2,693,TA,TA,0,0,0,0,0,0,0,4,2006,WD,250000
120,RM,64.0,5587,Crawfor,8,5,2008,2008,CemntBd,CmentBd,186.0,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,SBrkr,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Attchd,2008.0,Fin,2,482,TA,TA,162,53,0,153,0,0,0,11,2008,New,392500
60,RL,160.0,15623,NoRidge,10,5,1996,1996,Wd Sdng,ImStucc,0.0,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,Attchd,1996.0,Fin,3,813,TA,TA,171,78,0,0,0,555,0,7,2007,WD,745000
30,RL,60.0,10800,OldTown,5,6,1920,1950,Stucco,Stucco,0.0,TA,TA,No,Rec,821,Unf,0,299,1120,SBrkr,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Detchd,1970.0,Unf,2,720,TA,TA,229,0,0,0,0,0,0,6,2006,WD,120000
20,RL,50.0,35133,Timber,5,4,1963,1963,MetalSd,MetalSd,226.0,TA,TA,Gd,Rec,1159,Unf,0,413,1572,SBrkr,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,2Types,1963.0,RFn,3,995,TA,TA,0,263,0,0,263,0,0,5,2007,WD,186700
50,RL,60.0,9738,Edwards,5,7,1924,1950,AsbShng,AsbShng,0.0,TA,TA,No,BLQ,392,Unf,0,392,784,SBrkr,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,Attchd,1965.0,Unf,1,392,TA,TA,0,0,236,0,0,0,0,3,2006,WD,104900
190,RL,107.0,10615,OldTown,3,5,1900,1970,HdBoard,HdBoard,0.0,Fa,TA,Mn,BLQ,440,Unf,0,538,978,SBrkr,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,CarPort,1920.0,Unf,2,420,Fa,Fa,0,74,0,0,0,0,0,8,2009,WD,95000
20,RL,89.0,12461,NoRidge,8,5,1994,1995,ImStucc,ImStucc,0.0,Gd,TA,No,GLQ,1456,Unf,0,168,1624,SBrkr,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,1994.0,RFn,3,757,TA,TA,0,114,192,0,0,0,0,7,2006,WD,262000
60,RL,68.0,8935,CollgCr,7,5,2002,2002,VinylSd,VinylSd,95.0,Gd,TA,No,Unf,0,Unf,0,831,831,SBrkr,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,2002.0,RFn,2,493,TA,TA,144,68,0,0,0,0,0,7,2009,WD,195000
60,RL,60.0,7500,Gilbert,7,5,1999,1999,VinylSd,VinylSd,0.0,TA,TA,No,Unf,0,Unf,0,994,994,SBrkr,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,1999.0,Fin,2,442,TA,TA,140,60,0,0,0,0,0,6,2010,WD,189000
190,RL,,32463,Mitchel,4,4,1961,1975,MetalSd,MetalSd,149.0,TA,TA,Av,BLQ,1159,Unf,0,90,1249,SBrkr,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,2Types,1975.0,Fin,4,1356,TA,TA,439,0,0,0,0,0,0,3,2007,WD,168000
160,FV,24.0,2645,Somerst,8,5,1999,2000,MetalSd,MetalSd,456.0,Gd,TA,No,Unf,0,Unf,0,776,776,SBrkr,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,Detchd,1999.0,Unf,2,492,TA,TA,206,0,0,0,0,0,0,11,2007,WD,174000
50,RM,60.0,9600,OldTown,5,8,1925,1994,VinylSd,VinylSd,0.0,TA,TA,Mn,Unf,0,Unf,0,702,702,SBrkr,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,Detchd,1925.0,Unf,1,250,TA,Fa,0,0,84,0,0,0,0,7,2007,WD,125000
120,RM,,4500,Mitchel,6,5,1999,1999,VinylSd,VinylSd,425.0,Ex,TA,No,GLQ,883,Unf,0,341,1224,SBrkr,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,Attchd,1999.0,Fin,2,402,TA,TA,0,304,0,0,0,0,0,6,2009,WD,165000
60,RL,80.0,9364,Sawyer,6,7,1969,1969,HdBoard,HdBoard,143.0,TA,TA,No,ALQ,371,Unf,0,292,663,SBrkr,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,Attchd,1969.0,Fin,1,299,TA,TA,379,36,0,0,0,0,0,3,2010,WD,158000
60,RL,51.0,8029,Gilbert,6,5,2005,2005,VinylSd,VinylSd,0.0,Gd,TA,No,Unf,0,Unf,0,728,728,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,Attchd,2005.0,Fin,2,400,TA,TA,100,24,0,0,0,0,0,7,2008,WD,176000
60,RL,58.0,14054,Gilbert,7,5,2006,2006,VinylSd,VinylSd,0.0,Gd,TA,Av,Unf,0,Unf,0,879,879,SBrkr,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2006.0,Fin,3,660,TA,TA,100,17,0,0,0,0,0,11,2006,New,219210
75,RM,65.0,8850,OldTown,7,6,1916,1950,MetalSd,MetalSd,0.0,TA,TA,No,Unf,0,Unf,0,815,815,SBrkr,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Detchd,1916.0,Unf,1,225,TA,TA,0,0,330,0,0,0,0,7,2006,ConLw,144000
20,RL,70.0,9100,CollgCr,7,5,2001,2001,VinylSd,VinylSd,0.0,Gd,TA,No,Unf,0,Unf,0,1212,1212,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,2001.0,RFn,2,573,TA,TA,356,0,0,0,0,0,0,6,2009,WD,178000
20,RL,75.0,11235,Sawyer,4,5,1963,1979,HdBoard,HdBoard,51.0,TA,TA,No,Rec,547,Unf,0,504,1051,SBrkr,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1974.0,Unf,2,459,TA,TA,0,82,0,0,0,0,0,10,2006,WD,148000
20,RL,71.0,9353,NAmes,4,5,1970,1970,MetalSd,MetalSd,0.0,TA,TA,No,Unf,0,Unf,0,864,864,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,Attchd,1972.0,Unf,1,280,TA,TA,0,0,0,0,0,0,0,7,2006,Oth,116050
60,RL,80.0,10400,CollgCr,7,5,1998,1998,VinylSd,VinylSd,0.0,Gd,TA,Av,Unf,0,Unf,0,866,866,SBrkr,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,1998.0,RFn,2,546,TA,TA,198,36,0,0,0,0,0,3,2009,WD,197900
50,RM,50.0,6000,BrkSide,5,8,1925,1997,Wd Sdng,Wd Sdng,0.0,TA,TA,No,Unf,0,Unf,0,884,884,SBrkr,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Detchd,1960.0,Unf,1,216,TA,TA,0,0,208,0,0,0,0,5,2009,WD,117000
20,RL,75.0,9750,CollgCr,7,5,2000,2001,VinylSd,VinylSd,171.0,Gd,TA,No,Unf,0,Unf,0,1630,1630,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2000.0,Unf,2,451,TA,TA,74,234,0,0,0,0,0,10,2009,WD,213000
20,RL,78.0,10140,NWAmes,5,6,1975,1975,HdBoard,HdBoard,0.0,Gd,TA,No,ALQ,788,Unf,0,268,1056,SBrkr,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,Attchd,1975.0,RFn,2,495,TA,TA,0,88,0,0,0,0,0,7,2006,WD,153500
20,RL,90.0,14684,SawyerW,7,7,1990,1991,HdBoard,HdBoard,234.0,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,SBrkr,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,1990.0,RFn,3,701,TA,TA,84,70,0,0,0,0,0,6,2009,WD,271900
20,RH,,8900,SawyerW,4,4,1966,1966,HdBoard,HdBoard,0.0,TA,TA,No,Rec,1056,Unf,0,0,1056,SBrkr,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,Detchd,1966.0,Unf,1,384,TA,TA,0,42,0,0,0,0,0,11,2006,WD,107000
20,RL,70.0,9135,CollgCr,6,5,2003,2003,VinylSd,VinylSd,120.0,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,SBrkr,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2003.0,RFn,2,544,TA,TA,192,23,0,0,0,0,0,5,2006,WD,200000
20,RL,70.0,7763,NAmes,5,7,1962,1980,MetalSd,MetalSd,0.0,TA,TA,No,Rec,504,BLQ,108,319,931,SBrkr,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,Detchd,1980.0,Unf,2,506,TA,TA,0,0,0,0,0,0,0,10,2008,WD,140000
20,RL,85.0,10182,Somerst,8,5,2006,2006,VinylSd,VinylSd,420.0,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,SBrkr,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Attchd,2006.0,RFn,2,500,TA,TA,322,50,0,0,0,0,0,5,2006,New,290000
60,RL,70.0,11218,SawyerW,6,5,1992,1992,Wd Sdng,Wd Sdng,0.0,Gd,TA,No,Unf,0,Unf,0,1055,1055,SBrkr,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,1992.0,RFn,2,462,TA,TA,635,104,0,0,0,0,400,5,2010,WD,189000
50,RL,152.0,12134,Gilbert,8,7,1988,2005,Wd Sdng,Wd Sdng,0.0,Gd,TA,Av,GLQ,427,Unf,0,132,559,SBrkr,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,Basment,1988.0,RFn,2,492,TA,TA,325,12,0,0,0,0,0,6,2010,WD,164000
30,RL,50.0,9340,Edwards,4,6,1941,1950,MetalSd,MetalSd,0.0,TA,TA,No,Rec,344,Unf,0,328,672,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,Attchd,1941.0,Unf,1,234,TA,TA,0,113,0,0,0,0,0,8,2009,WD,113000
80,RL,,10246,Sawyer,4,9,1965,2001,VinylSd,VinylSd,0.0,TA,Gd,Av,GLQ,648,Unf,0,0,648,SBrkr,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,Attchd,1965.0,Unf,1,364,TA,TA,88,0,0,0,0,0,0,5,2006,WD,145000
85,RL,69.0,10205,NAmes,5,5,1962,1962,MetalSd,MetalSd,0.0,TA,TA,Av,BLQ,784,Unf,0,141,925,SBrkr,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1962.0,Unf,1,300,TA,TA,150,72,0,0,0,0,0,5,2006,WD,134500
20,RL,99.0,7094,Sawyer,5,5,1966,1966,VinylSd,VinylSd,0.0,TA,TA,No,Rec,180,LwQ,374,340,894,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1966.0,RFn,1,384,TA,TA,0,0,0,0,0,0,0,5,2007,WD,125000
90,RM,68.0,8930,Sawyer,6,5,1978,1978,VinylSd,VinylSd,0.0,,,,,0,,0,0,0,SBrkr,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,Attchd,1978.0,Unf,2,539,TA,TA,0,0,0,0,0,0,0,4,2010,WD,112000
20,FV,72.0,8640,Somerst,8,5,2009,2009,CemntBd,CmentBd,72.0,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,2009.0,RFn,2,552,TA,TA,135,112,0,0,0,0,0,9,2009,New,229456
50,RM,52.0,6240,BrkSide,4,5,1947,1950,AsbShng,AsbShng,0.0,,,,,0,,0,0,0,SBrkr,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,,,,0,0,,,0,0,0,0,0,0,0,7,2006,WD,80500
160,RM,21.0,1680,BrDale,6,5,1971,1971,CemntBd,CmentBd,236.0,TA,TA,No,Unf,0,Unf,0,672,672,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,,,,0,0,,,201,0,0,0,0,0,0,4,2006,WD,91500
20,RL,66.0,7800,NAmes,5,5,1964,1964,Wd Sdng,Wd Sdng,0.0,TA,TA,No,Rec,312,LwQ,600,0,912,SBrkr,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,Attchd,1964.0,Unf,1,288,TA,TA,0,0,0,0,0,0,0,11,2006,WD,115000
20,RL,55.0,8250,Sawyer,5,5,1968,1968,HdBoard,HdBoard,0.0,TA,TA,No,BLQ,250,LwQ,492,210,952,SBrkr,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,Attchd,1968.0,Unf,1,322,TA,TA,0,63,0,0,0,0,0,8,2008,WD,134000
50,RL,78.0,10496,NAmes,6,6,1949,1950,Wd Sdng,Wd Sdng,320.0,TA,TA,Mn,Rec,196,Unf,0,844,1040,SBrkr,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1949.0,Unf,1,315,TA,TA,0,0,0,0,0,0,0,1,2007,WD,143000
20,RL,89.0,10680,NAmes,5,3,1951,1951,Wd Sdng,Wd Sdng,44.0,TA,Fa,No,LwQ,756,Unf,0,1380,2136,FuseA,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,Detchd,1951.0,Unf,2,528,TA,TA,0,30,0,0,0,0,0,10,2006,WD,137900
60,RL,60.0,15384,Gilbert,7,5,2004,2005,VinylSd,VinylSd,0.0,Gd,TA,Av,GLQ,724,Unf,0,64,788,SBrkr,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Attchd,2004.0,Fin,2,388,TA,TA,100,75,0,0,0,0,0,2,2008,WD,184000
80,RL,65.0,10482,NAmes,6,8,1958,1958,VinylSd,VinylSd,63.0,TA,TA,Av,GLQ,507,Unf,0,81,588,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,Attchd,1958.0,RFn,1,264,TA,TA,224,0,0,0,0,0,0,6,2007,WD,145000
60,RL,86.0,14598,Somerst,6,5,2007,2007,VinylSd,VinylSd,74.0,Gd,TA,Mn,Unf,0,Unf,0,894,894,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2007.0,Fin,3,668,TA,TA,100,18,0,0,0,0,0,1,2008,WD,214000
20,RL,72.0,8872,NAmes,5,8,1965,2008,VinylSd,VinylSd,300.0,TA,TA,No,ALQ,595,Unf,0,317,912,SBrkr,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,Detchd,1992.0,Unf,2,576,TA,TA,0,240,0,0,0,0,0,12,2008,WD,147000
120,RL,65.0,8769,NridgHt,9,5,2008,2008,MetalSd,MetalSd,766.0,Ex,TA,No,GLQ,1540,Unf,0,162,1702,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Attchd,2008.0,Fin,3,1052,TA,TA,0,72,0,0,224,0,0,10,2008,New,367294
80,RL,70.0,7910,NAmes,5,5,1960,1960,BrkFace,HdBoard,0.0,TA,TA,No,ALQ,666,Unf,0,409,1075,SBrkr,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,Basment,1960.0,Unf,1,404,TA,TA,0,0,0,0,0,0,0,8,2008,WD,127000
90,RL,,18890,Sawyer,5,5,1977,1977,Plywood,Plywood,1.0,Gd,TA,No,GLQ,498,Rec,211,652,1361,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,BuiltIn,1977.0,RFn,2,600,TA,TA,155,24,145,0,0,0,8300,8,2007,WD,190000
90,RL,70.0,7728,NAmes,5,6,1962,1962,Wd Sdng,Wd Sdng,120.0,TA,TA,Av,ALQ,803,Unf,0,303,1106,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1962.0,Unf,2,540,TA,TA,0,18,0,0,0,0,0,5,2006,WD,132500
90,RL,70.0,9842,NAmes,4,5,1962,1962,HdBoard,HdBoard,0.0,,,,,0,,0,0,0,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,CarPort,1962.0,Unf,2,462,TA,TA,0,0,0,0,0,0,0,3,2007,WD,101800
20,RL,,12160,NAmes,5,5,1959,1959,Plywood,Plywood,180.0,TA,TA,No,Rec,1000,Unf,0,188,1188,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1959.0,RFn,2,531,TA,TA,0,0,0,0,0,0,0,5,2010,COD,142000
70,RH,55.0,8525,SWISU,5,6,1911,1950,MetalSd,MetalSd,0.0,TA,TA,Av,Unf,0,Unf,0,940,940,FuseA,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,,,,0,0,,,0,192,0,0,0,0,0,11,2008,WD,130000
70,RL,96.0,13132,Crawfor,5,5,1914,1950,Wd Sdng,Wd Sdng,0.0,Gd,TA,Mn,Unf,0,Unf,0,747,747,FuseF,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,Detchd,1914.0,Unf,1,180,Fa,Fa,203,40,0,0,0,0,0,7,2006,WD,138887
160,RL,36.0,2628,NridgHt,7,5,2003,2003,VinylSd,Wd Shng,106.0,Gd,TA,No,Unf,0,Unf,0,764,764,SBrkr,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,BuiltIn,2003.0,RFn,2,474,TA,TA,0,27,0,0,0,0,0,6,2010,WD,175500
60,RL,41.0,12393,CollgCr,7,5,2004,2005,VinylSd,VinylSd,0.0,Gd,TA,No,Unf,0,Unf,0,847,847,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2004.0,Fin,2,434,TA,TA,100,48,0,0,0,0,0,9,2006,WD,195000
20,RL,63.0,13072,SawyerW,6,5,2005,2005,VinylSd,VinylSd,0.0,Gd,TA,No,Unf,0,Unf,0,1141,1141,SBrkr,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,Detchd,2005.0,Unf,2,484,TA,TA,0,0,0,0,0,0,0,3,2006,WD,142500
20,RL,64.0,9037,Timber,8,5,2006,2006,VinylSd,VinylSd,32.0,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Attchd,2006.0,RFn,2,472,TA,TA,120,33,0,0,0,0,0,12,2007,WD,265900
60,RL,65.0,8158,CollgCr,7,5,2003,2003,VinylSd,VinylSd,252.0,Gd,TA,No,GLQ,550,Unf,0,334,884,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,Attchd,2003.0,RFn,2,543,TA,TA,0,63,0,0,0,0,0,7,2008,WD,224900
20,RL,83.0,9849,Somerst,7,6,2007,2007,VinylSd,VinylSd,0.0,Gd,TA,Av,Unf,0,Unf,0,1689,1689,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2007.0,RFn,3,954,TA,TA,0,56,0,0,0,0,0,6,2007,New,248328
85,RL,85.0,10625,NWAmes,7,6,1974,1974,Plywood,Plywood,81.0,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,Attchd,1974.0,RFn,2,528,TA,TA,0,120,0,0,0,0,0,1,2010,WD,170000
20,RL,107.0,13891,NridgHt,10,5,2006,2006,VinylSd,VinylSd,,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076,SBrkr,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,Attchd,2006.0,Fin,3,850,TA,TA,216,229,0,0,0,0,0,9,2006,New,465000
70,RL,,11435,Crawfor,8,7,1929,1950,BrkFace,Stucco,0.0,Gd,TA,No,Unf,0,Unf,0,792,792,SBrkr,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Detchd,1931.0,Unf,2,400,TA,TA,0,0,0,0,0,0,0,6,2006,WD,230000
80,RL,78.0,12090,NWAmes,6,7,1984,2003,VinylSd,VinylSd,74.0,Gd,TA,No,Unf,0,Unf,0,585,585,SBrkr,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,BuiltIn,1984.0,Fin,2,477,TA,TA,268,112,0,0,147,0,0,1,2007,WD,178000
